smiles,latent_1,latent_2,latent_3,HBD,HBA,heavy_atoms,MW,has_heteroatoms,has_halogens,has_charges,protonatable_sites,calculation_type,cluster_id,is_cluster_center,distance_to_centroid,centroid_latent_1,centroid_latent_2,centroid_latent_3
O=C(NC[C@@H]1CCOC1)c1cnc[nH]1,-0.8466813645396635,3.0411738675722533,1.167523481108977,2,3,14,195.222,True,False,False,5,DFT,231,True,0.07366626225637747,-0.9002691637287913,3.028722148345389,1.1185334753814162
C=CCCOCC(=O)NC[C@@H](C)O,-1.331578366916741,-6.556303253401785,0.9050491341149683,2,3,13,187.23899999999998,True,False,False,4,DFT,232,True,0.04412133725821603,-1.3688114965167095,-6.566386947884131,0.9264665468259352
C1CCC[C@@H]2OCCN[C@H]2CC1,-4.054576894836396,5.536866619848758,-0.2977408141516335,1,2,12,169.26799999999997,True,False,False,2,DFT,233,True,0.05073556652561456,-4.036568403688307,5.578154447993998,-0.3210883451622859
C1C[C@@H](NC[C@H]2C[C@H]3CC[C@H]2C3)CO1,-5.819201199589596,5.602030159191335,-1.2619529552133522,1,2,14,195.30599999999995,True,False,False,2,DFT,234,True,0.07512266327454596,-5.799674781740652,5.601444957039281,-1.1894147509214723
Cc1cc(O)ncc1[C@H]1CCCN1C,2.776978072934076,3.371931781506256,-0.7088696916396192,1,3,14,192.26199999999994,True,False,False,3,DFT,235,True,0.06577712415251424,2.7124260765654693,3.384321667576734,-0.7113517371193124
CO[C@H](C)C(=O)Nc1cnn(C)c1C,2.564920701193224,-1.334463971233743,0.5702087388801756,1,4,14,197.23799999999997,True,False,False,5,DFT,236,True,0.03448414207165744,2.5937247750300214,-1.3529195806564527,0.5745529149423252
CCn1c(C)cc(C(=O)O)c1C,2.986883353275895,0.1412895182069576,2.3279283896352667,1,2,12,167.20799999999997,True,False,False,3,DFT,237,True,0.08803401404854558,3.055896515909552,0.11810332125607631,2.3774215334407964
C[C@H](NC[C@@H](C)C#N)c1cnccn1,3.90336689790537,-1.2598773313380045,-3.985839819847713,1,4,14,190.25000000000003,True,False,False,4,DFT,238,True,0.09093908813812525,3.9363113991512786,-1.311362926387131,-4.053173400559639
COCC1(N)CCCCC1,-1.3814135606429805,1.0975408560441695,-0.0609786247768772,1,2,10,143.23,True,False,False,2,DFT,239,True,0.025554820335392078,-1.3702720437763571,1.112163100585875,-0.07872983343565536
C[C@H](CC#N)C(=O)N1CC[C@H]1C(=O)O,-1.5933056900097882,-1.1395862438893725,2.5575587119858145,1,3,14,196.206,True,False,False,5,DFT,240,True,0.03767642301509658,-1.5735359154222301,-1.1229581988228805,2.5849845571183963
C=CCCC(C)(C)NC(=O)OCCC,-0.9995710464633072,-5.387519540669188,1.5499531989369528,1,2,14,199.29399999999995,True,False,False,3,DFT,241,True,0.04583331699049499,-1.0057182026147935,-5.400300896371827,1.5935369386113205
CCC(=O)N[C@@H]1C[C@H]1CC(C)(C)C,-2.3976284403405845,-1.3895965412468791,1.7687561383734527,1,1,13,183.29499999999996,True,False,False,2,DFT,242,True,0.07339621117525198,-2.327385749287471,-1.406173469275652,1.7821043077471137
C#CCNC(=O)N(C)C1CCC1,-2.067237576090841,-1.3138300541397872,0.8503456130029338,1,1,12,166.22399999999996,True,False,False,3,DFT,243,True,0.06635823106937165,-2.1064701460611475,-1.2627358588234765,0.8344206800624215
N#CC1CN(C(=O)c2cc[nH]c2)C1,1.3241638232084043,1.555209261477135,1.9870066924557237,1,2,13,175.191,True,False,False,4,DFT,244,True,0.040884925534777315,1.3084176828921006,1.58632605834892,1.965667030940985
CCCC[C@H](CC)Nc1cnn(C)c1,1.775164049014564,-2.4456116262885845,-4.52184132105381,1,3,14,195.31,True,False,False,3,DFT,245,True,0.09996501880591847,1.7340882553362307,-2.4937987068735064,-4.444486363725499
CC(C)CONC(=O)NOC(C)C,-0.8401606376192066,-4.9421821671059085,0.6160508476563464,2,3,13,190.243,True,False,False,5,DFT,246,True,0.026376277722749038,-0.829048379002712,-4.919052881901129,0.6221551003430957
CC(C)[C@H]1CCC[C@@H]1NCCCC#N,-3.226394777436145,-0.8620853663123347,-4.8307118497873205,1,2,14,194.32199999999997,True,False,False,2,DFT,247,True,0.14904585494089045,-3.1095534394205417,-0.8141641818616429,-4.909871995609744
CCCC[C@@H](CC)N[C@@H]1C[C@]1(C)OC,-1.7533215747223974,-3.625813682252431,-3.86600888115715,1,2,14,199.33799999999997,True,False,False,2,DFT,248,True,0.05149432568512067,-1.7911376702487893,-3.657865921538277,-3.8799466877875686
CC[C@H](C#N)NC(=O)[C@H]1C[C@H]1C(=O)O,-2.2645468876609303,-2.8434628174452823,4.177578842580979,2,3,14,196.206,True,False,False,5,DFT,249,True,0.026769999786555226,-2.248921199100025,-2.860915561682279,4.164622281919764
COC(=O)NCCCCC(C)(C)C,-0.6708866194415134,-4.29345576684355,1.3824149311708895,1,2,13,187.283,True,False,False,3,DFT,250,True,0.0224179855530759,-0.6702796408818448,-4.271712871994163,1.3878411800459887
CC(C)C[C@@](C)(N)CC(=O)O,-0.2053710479195696,-2.47656852073053,1.087343624316907,2,2,11,159.229,True,False,False,3,DFT,251,True,0.02633020063031663,-0.1892062631777292,-2.478695627322912,1.1080185999402865
O=Cc1ccccc1-c1nnn[nH]1,5.1879738672746,2.347288588265973,0.7387244316714857,1,4,13,174.16299999999998,True,False,False,5,DFT,252,True,0.008813348628645686,5.192093594991139,2.354486450979475,0.7417066674014724
NC[C@@H]1C[C@@H]1C(=O)NCC(=O)C1CC1,-3.288271848709166,-0.2723164356444097,5.205835506680768,2,3,14,196.24999999999997,True,False,False,4,DFT,253,True,0.0684652541361722,-3.3177710910903477,-0.29992566993501324,5.261107704979311
CC[C@@H]1CCCC[C@H]1NCCCO,-4.331595048395773,1.5486611085801674,-3.066275309340033,2,2,13,185.31099999999998,True,False,False,2,DFT,254,True,0.10967072986059205,-4.241907108574333,1.5812858092379458,-3.012244102193319
NC(=O)C1CC2(CSC2)C1,-1.0042431884134784,0.966167892037397,2.901716528543416,1,2,10,157.23799999999997,True,False,False,2,DFT,255,True,0.04926328702618381,-0.958155808020381,0.9808459852321344,2.9110641698123523
